Strain,Media,Run,Condition,AUC_blanksub,MaxGR,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,8,8.25,8.5,8.75,9,9.25,9.5,9.75,10,10.25,10.5,10.75,11,11.25,11.5,11.75,12,12.25,12.5,12.75,13,13.25,13.5,13.75,14,14.25,14.5,14.75,15,15.25,15.5,15.75,16,16.25,16.5,16.75,17,17.25,17.5,17.75,18,18.25,18.5,18.75,19,19.25,19.5,19.75,20,20.25,20.5,20.75,21,21.25,21.5,21.75,22,22.25,22.5,22.75,23,23.25,23.5,23.75,24,24.25,24.5
DA102 Average,M9,1,Carb,0.091530467,0.06730125,0.005490547,0.005534635,0.005720406,0.005791371,0.006395737,0.00731597,0.007969787,0.008464623,0.008650393,0.00843569,0.007983549,0.007348499,0.006796317,0.006074594,0.005488797,0.004914808,0.004805752,0.004343258,0.003996167,0.003855614,0.00379832,0.003541901,0.00346252,0.003561673,0.003449636,0.00322815,0.003051262,0.002964276,0.002811079,0.002909595,0.002984998,0.002965374,0.002940935,0.002901308,0.002898918,0.002912917,0.002920126,0.002983827,0.003014728,0.002993957,0.002895505,0.003066598,0.002962589,0.002904237,0.00277705,0.001718112,0.001517834,0.001447965,0.003398012,0.00290941,0.004018845,0.004138164,0.004535049,0.002619873,0.003633417,0.003628456,0.003415394,0.003005426,0.003016981,0.002703317,0.003026922,0.003131086,0.003154755,0.003134866,0.002993178,0.00270862,0.002845945,0.002924878,0.003733744,0.003654148,0.003800951,0.003605981,0.00357105,0.002888162,0.003417592,0.003297371,0.003441507,0.003877082,0.00376805,0.003353123,0.003286377,0.003142716,0.002703687,0.00268186,0.002945066,0.002909191,0.002978396,0.002887679,0.002927169,0.002701509,0.002766502,0.002889548,0.00300022,0.003007676,0.002941223,0.003096185,0.003020611,0.003097058,0.003142399
ESBL41,M9,1,Carb,1.810966426,0.152590661,0.005369331,0.005586266,0.005710937,0.005991136,0.006507827,0.007106952,0.007836643,0.008887697,0.010179772,0.011671208,0.013325899,0.015052916,0.017046111,0.018934544,0.020913378,0.022959161,0.025490614,0.027766565,0.030155205,0.032530806,0.035173114,0.037580204,0.040188395,0.042766509,0.045674743,0.048493552,0.051337211,0.054079785,0.057024647,0.059820152,0.062391463,0.064835023,0.067345026,0.069770586,0.072037294,0.074362836,0.076615453,0.078866571,0.080967933,0.082984278,0.084875732,0.086977879,0.08868869,0.090333237,0.091838121,0.092265697,0.093488679,0.094769954,0.097835819,0.098639183,0.101286344,0.102393375,0.10354036,0.102388899,0.103803058,0.103681492,0.103796559,0.103666415,0.10402227,0.103734895,0.104017378,0.104009919,0.104041379,0.10386112,0.104046273,0.103708472,0.10373438,0.103588346,0.104166274,0.103475381,0.10342895,0.102941272,0.102521752,0.10166461,0.101882083,0.101281656,0.1008097,0.100610013,0.099794352,0.098837991,0.098486664,0.098708576,0.098002292,0.097623826,0.096172491,0.095549063,0.094435145,0.09391828,0.093341223,0.093870528,0.093419375,0.092922905,0.092435159,0.092055441,0.091556471,0.091280786,0.090886815,0.090810694,0.090577865
ESBL92,M9,1,Carb,4.374031079,0.397014695,0.005465262,0.005602358,0.005882415,0.006348995,0.007385737,0.00889048,0.010988364,0.013896926,0.017507833,0.022631501,0.028685361,0.035438656,0.043987864,0.051555974,0.059060412,0.066422399,0.073914846,0.079509953,0.086248041,0.092808034,0.099552877,0.106215839,0.113318597,0.120680998,0.127875015,0.134822554,0.141533848,0.148155671,0.154448527,0.16053184,0.166361732,0.171981847,0.177355517,0.182390382,0.187279333,0.191911598,0.196329015,0.200278932,0.20427674,0.207937835,0.211250229,0.214538628,0.217587213,0.220371528,0.222748056,0.22393812,0.225933281,0.22787753,0.231624043,0.232973464,0.235742774,0.237332414,0.238931088,0.23804542,0.239830981,0.240608658,0.241051541,0.241210244,0.241695221,0.24154554,0.24184427,0.242616392,0.242630904,0.24264671,0.242671906,0.242674573,0.243344392,0.244016232,0.24477769,0.242265781,0.242131906,0.240501689,0.239598623,0.238339733,0.240758294,0.239884726,0.23899766,0.238456322,0.237340565,0.235601525,0.234414148,0.233273169,0.231531315,0.230238941,0.229284454,0.227939467,0.226275133,0.22476134,0.223390984,0.221935378,0.220977501,0.220132522,0.219455639,0.218457558,0.21766804,0.216970954,0.216482499,0.21615162,0.216220621
ESBL94,M9,1,Carb,1.524521729,0.138126388,0.005637458,0.005485745,0.005463711,0.005322382,0.005697567,0.006070769,0.006737656,0.007577618,0.008562125,0.009810004,0.011290706,0.012816748,0.014646089,0.016371768,0.018169292,0.019852192,0.021963745,0.02368974,0.025449135,0.027282465,0.029355809,0.031263486,0.033059186,0.035378051,0.037724949,0.040067274,0.042192726,0.044731298,0.04703116,0.049198894,0.051287316,0.053508912,0.05566655,0.057667208,0.059643463,0.061622027,0.06352255,0.065427216,0.067213084,0.069018606,0.070630028,0.072478908,0.073976221,0.075459413,0.076791033,0.077093234,0.078185755,0.079115994,0.082225791,0.082912356,0.085071732,0.085939183,0.087294321,0.086012882,0.085712268,0.086031349,0.086436232,0.086365585,0.086548274,0.087908426,0.087857886,0.087733663,0.087717699,0.087751396,0.087506709,0.08752117,0.087532174,0.087317309,0.087870676,0.087717926,0.08766784,0.087179408,0.086842634,0.08579747,0.086111118,0.085616063,0.085006178,0.085120273,0.08465364,0.083976433,0.083578711,0.083530151,0.082829372,0.081852733,0.081548772,0.081128572,0.080805937,0.080313103,0.080450994,0.079747982,0.079374575,0.078907917,0.078610258,0.078346889,0.07796444,0.078137888,0.077894754,0.077825624,0.077787284
ESBL146,M9,1,Carb,4.534205508,0.383433238,0.005406911,0.005343839,0.005445131,0.005361813,0.006059353,0.007088376,0.008598673,0.010280139,0.012996288,0.016412534,0.020799422,0.027498059,0.03396218,0.040701441,0.047770658,0.054772168,0.060889803,0.068276557,0.075346299,0.082251934,0.089415777,0.096106477,0.102843343,0.110002765,0.117405004,0.124728057,0.131952045,0.139159437,0.146213617,0.153118281,0.159794378,0.166344489,0.172593558,0.178728061,0.184697007,0.190557896,0.195924595,0.201466448,0.206701949,0.21165932,0.21618225,0.221081942,0.225360557,0.229305976,0.23293672,0.235485494,0.238623699,0.241564508,0.246534646,0.248959669,0.252527906,0.254874736,0.257216363,0.256832261,0.25900386,0.260187542,0.260905655,0.261265136,0.26189709,0.261949006,0.262419849,0.262422081,0.26257904,0.262482971,0.261927849,0.262684041,0.262744326,0.262348259,0.262807282,0.262413336,0.260694312,0.259648487,0.25863156,0.256718991,0.256273145,0.254902185,0.253610939,0.252671737,0.251229707,0.249299229,0.24784267,0.24637881,0.2445475,0.243031843,0.241906779,0.240414121,0.239202515,0.237816474,0.236477087,0.234927153,0.233533813,0.232212544,0.231031266,0.230052239,0.22881088,0.228137212,0.227272788,0.226885679,0.226331377
ESBL168,M9,1,Carb,4.729614383,0.339849657,0.0060585,0.006119667,0.006376177,0.006694342,0.007754838,0.009292427,0.011352243,0.01407703,0.017686422,0.022215773,0.027542296,0.033225439,0.039405053,0.045705234,0.052278004,0.058942446,0.065950581,0.07240586,0.078839721,0.085166251,0.091823119,0.098387263,0.105847963,0.11373516,0.121710794,0.129371772,0.137287511,0.144999744,0.152361789,0.159447779,0.166452803,0.173242611,0.179716469,0.186018059,0.192275826,0.198257881,0.20401982,0.209621678,0.215066687,0.220226997,0.225207815,0.230211116,0.234839531,0.239328696,0.243526177,0.246538325,0.250040389,0.25358526,0.258882319,0.261651712,0.265625671,0.268337472,0.270866052,0.268395186,0.270555273,0.271584113,0.272405918,0.272707278,0.275474455,0.275499193,0.275788721,0.275774654,0.275699102,0.275468258,0.275184291,0.274624468,0.274163071,0.273499148,0.273480666,0.272291013,0.271334378,0.269913464,0.268515467,0.266319582,0.26539379,0.263405328,0.26170826,0.260394413,0.258580907,0.256399801,0.254852005,0.253289928,0.251030985,0.249311778,0.248033439,0.246604958,0.245276883,0.244422371,0.243614636,0.242430213,0.241686194,0.240873976,0.240072596,0.239466587,0.238678331,0.238103867,0.237675641,0.237437249,0.23692877
ESBL179,M9,1,Carb,4.45423612,0.361873024,0.005987456,0.005910763,0.005897104,0.005941212,0.006718809,0.007893892,0.00927841,0.011563446,0.014481004,0.018293147,0.024404895,0.030016549,0.036148179,0.042227082,0.048621027,0.053772743,0.060910902,0.067432395,0.074092226,0.080610239,0.087175628,0.093433388,0.100222311,0.107480324,0.114749778,0.121865526,0.128857818,0.135803836,0.142516034,0.149047794,0.155406571,0.161405687,0.167330851,0.173033336,0.178661276,0.183821303,0.189143824,0.194237835,0.198924364,0.203414568,0.207943793,0.212532956,0.216594391,0.220699186,0.224499832,0.227141022,0.230359261,0.23357157,0.238685878,0.241166094,0.245003125,0.247582807,0.250271599,0.250265373,0.252883295,0.254317576,0.255375186,0.256111886,0.256982211,0.257257198,0.257620174,0.257972655,0.258139034,0.258209208,0.260682579,0.260744879,0.260825449,0.259768511,0.260096602,0.257010464,0.256566857,0.255667443,0.255580801,0.254156164,0.25370441,0.252562323,0.251358464,0.250669246,0.249308731,0.247637189,0.246229145,0.244914958,0.243016096,0.241468476,0.240258281,0.238630073,0.236958799,0.234795829,0.233484166,0.231576461,0.230341529,0.229242552,0.228741801,0.227879316,0.227163825,0.226650375,0.225953108,0.225777633,0.225193668
ESBL193,M9,1,Carb,4.50469219,0.346167576,0.006337441,0.006369493,0.00656088,0.006794283,0.007777824,0.009181822,0.011065464,0.013565478,0.01689971,0.021144608,0.026335052,0.032022572,0.038466085,0.044845994,0.051451404,0.058060235,0.06504903,0.071337269,0.077564003,0.083578325,0.089388376,0.095305316,0.101729701,0.108620641,0.115492302,0.122502184,0.129271832,0.135906158,0.14231607,0.148629898,0.154751642,0.160616287,0.166349104,0.171904297,0.17732736,0.182544773,0.187581399,0.19255833,0.197291081,0.20182796,0.206089026,0.210498893,0.214481714,0.21833709,0.22200941,0.224413138,0.227780704,0.231041227,0.235895381,0.239589257,0.243817631,0.246675701,0.249604787,0.250259795,0.252142361,0.253943633,0.255311713,0.256263755,0.25754958,0.258078399,0.258943214,0.259551316,0.260142807,0.260414926,0.260700747,0.260773762,0.261093788,0.260981886,0.261437382,0.261098861,0.260911753,0.260309781,0.259818734,0.258829189,0.25827938,0.257418496,0.256485645,0.256042378,0.254772049,0.253500724,0.252423776,0.251260515,0.24946591,0.248185506,0.247374531,0.245826215,0.24436877,0.242177499,0.240763018,0.238946198,0.237563903,0.236248938,0.235274814,0.234153072,0.233263289,0.232581657,0.232041761,0.232333131,0.232146572
GN02050,M9,1,Carb,4.358693199,0.336366996,0.005304402,0.00565245,0.006255206,0.006957817,0.008166367,0.009282206,0.011125727,0.013413598,0.016738819,0.020777493,0.025927231,0.031323805,0.037239569,0.043397366,0.049842044,0.056292145,0.06289259,0.068955508,0.074879704,0.080749771,0.086893314,0.093208749,0.100000361,0.107086961,0.114223951,0.121148742,0.128024688,0.1346009,0.141177253,0.147469513,0.153635953,0.159414344,0.165113995,0.170655857,0.175961619,0.181015395,0.185870518,0.190697277,0.19509064,0.199262269,0.203264201,0.207408935,0.211185346,0.214695285,0.21789998,0.220080919,0.223029732,0.225964672,0.230848003,0.233385056,0.237475509,0.239962497,0.242704387,0.242663357,0.245065132,0.246247986,0.247676528,0.248202938,0.24961826,0.250246482,0.250993971,0.251126281,0.251718928,0.251605286,0.251837171,0.251657816,0.251914038,0.251702424,0.252283278,0.25174579,0.251594598,0.250878729,0.250124041,0.248710587,0.248427687,0.247284998,0.24621544,0.245491974,0.243942138,0.242411635,0.24121113,0.239683244,0.237709766,0.236480192,0.235209251,0.233653243,0.232341035,0.231051829,0.22908708,0.227168821,0.225236502,0.223703702,0.222371932,0.22150456,0.220185903,0.219689722,0.218850109,0.218335003,0.217867675
