Geneid,M9-5243T-5,M9-5243T-4,M9-5243T-1,TB-5243T-6,TB-5243T-5,TB-5243T-4
metE,48954,63827,33586,5510,4724,4446
ysgA,1703,1652,1443,530,392,446
udp,2060,1620,1372,8228,6332,6749
rmuC,642,603,873,991,814,1009
ubiE,3452,3056,4103,4183,3810,4334
ubiJ,572,565,714,721,604,740
esrE,0,0,0,0,0,0
ubiB,1787,1736,2702,2635,2605,3150
tatA,1458,1515,1538,1323,1314,1370
tatB,1985,1968,2499,1663,1658,1714
tatC,1407,1340,2300,1893,1887,1932
tatD,593,546,833,1048,1042,1223
rfaH,359,265,420,714,645,695
ubiD,3805,3308,3671,4058,3634,4016
fre,2855,2684,2764,2715,2287,2527
fadA,425,376,398,215,172,223
fadB,134,165,117,38,49,35
pepQ,4899,4414,5870,3372,3196,3690
yigZ,876,753,1101,704,636,718
trkH,692,643,994,770,728,881
hemG,942,818,975,641,527,633
rrsA,5269,6174,2281,5476,1797,3860
ileT,160,161,168,146,116,139
alaT,156,104,156,143,89,136
rrlA,17107,18588,9052,16163,5014,11531
rrfA,3,0,1,2,2,2
mobB,143,141,172,47,38,60
mobA,448,398,464,111,104,148
yihD,924,796,749,672,642,671
srkA,1010,891,2284,1928,1855,2285
dsbA,983,873,2051,1849,1907,2130
yihF,92,98,127,183,186,288
yihG,142,124,208,438,384,478
polA,2548,1942,2419,3527,3154,3585
spf,69,74,64,88,60,86
yihA,896,801,1239,1054,1005,1159
csrC,12573,14089,6639,6383,5891,5802
yihI,1226,1168,1315,1052,1012,1218
hemN,1168,1081,1405,1167,1033,1273
yshB,393,512,464,136,140,178
glnG,1667,1539,1185,1876,2208,3331
glnL,906,847,815,4113,4761,5976
glnA,10383,11141,10168,58309,54213,67197
bipA,9271,6940,10667,17076,16607,21058
yihL,63,48,77,29,37,41
yihM,45,44,52,22,20,20
yihN,4,5,6,9,6,5
ompL,12,6,5,14,11,9
yihO,18,21,30,17,24,22
yihP,23,21,27,21,14,21
yihQ,52,39,41,18,32,25
yihR,13,11,14,9,5,5
yihS,144,138,168,49,46,53
yihT,60,45,57,36,34,27
yihU,65,75,77,51,47,60
yihV,44,42,49,19,25,27
yihW,245,213,284,209,206,250
yihX,559,513,520,329,277,309
yihY,331,383,466,240,221,256
dtd,682,689,832,339,280,352
yiiD,652,568,753,361,311,343
yiiE,2,2,5,1,7,7
yiiF,40,26,58,26,19,14
fdhE,2154,1936,2677,3296,3344,3269
fdoI,529,719,550,2413,2374,2336
fdoH,588,735,509,3452,3699,4124
fdoG,1973,1955,1820,13565,13729,13740
fdhD,553,705,878,591,486,551
yiiG,22,25,10,36,46,47
frvR,32,42,40,30,29,26
frvX,32,39,35,29,22,26
frvB,18,14,24,14,15,15
frvA,20,18,16,5,5,6
rhaM,16,15,24,8,5,7
rhaD,45,53,73,18,26,26
rhaA,34,26,44,13,16,17
rhaB,25,25,55,18,25,22
rhaS,17,15,15,11,15,7
rhaR,83,71,94,39,27,25
rhaT,67,68,65,17,10,25
sodA,6504,4492,5382,428,378,437
kdgT,109,122,121,37,46,32
yiiM,586,561,696,409,379,403
cpxA,2643,2339,3302,2896,2671,3090
cpxR,2144,1844,2238,2338,2332,2560
cpxP,2529,7411,8459,7077,7227,8890
cpxQ,8,12,7,12,8,5
fieF,4087,3724,4186,1369,1192,1484
pfkA,9851,8447,10727,7215,6517,6898
sbp,1254,2529,652,113,109,115
cdh,145,185,136,381,384,460
tpiA,6932,4883,8631,8273,7639,8513
yiiQ,130,118,237,169,139,158
yiiR,385,403,362,151,114,148
yiiS,398,365,239,395,305,367
uspD,1652,1541,1040,1577,1277,1414
fpr,942,866,1070,703,641,757
glpX,272,259,375,627,596,614
glpK,662,457,476,2923,2928,2585
glpF,468,199,145,686,786,748
zapB,4894,4514,4976,3051,2632,3079
rraA,1313,1374,1190,1330,1245,1303
menA,437,386,656,1388,1693,1850
hslU,8456,7465,9516,10765,12553,13993
hslV,4520,4258,5170,5657,6492,7163
ftsN,1695,1662,2153,2017,1739,1989
cytR,433,361,449,487,446,549
priA,1306,1225,1830,1772,1732,1925
rpmE,6624,6633,5666,15177,17127,20219
yiiX,162,174,163,325,277,315
metJ,890,924,937,1621,1303,1549
metB,698,1486,779,416,294,266
metL,2986,5277,3436,2678,2387,2492
metF,2201,3906,1890,500,412,411
katG,1229,1301,1078,10759,8883,11248
yijE,375,399,575,513,452,667
yijF,30,27,34,39,23,50
gldA,135,97,91,793,704,679
fsaB,65,62,77,57,42,39
ptsA,25,48,30,32,48,31
frwC,16,30,26,9,16,13
frwB,15,19,18,6,8,9
pflD,203,195,220,66,73,101
pflC,61,58,62,23,33,29
frwD,30,36,37,9,13,18
yijO,337,346,378,175,154,153
eptC,1447,1176,1883,1186,1136,1418
ppc,14543,12389,16662,3913,3647,3997
argE,1689,1302,1873,314,280,333
argC,2683,4182,5751,413,366,470
argB,1603,2591,3132,373,276,323
argH,1440,2665,2417,517,426,561
oxyS,26,20,26,44,35,88
oxyR,3546,2569,7244,848,840,993
sthA,3022,2132,2737,4043,3446,3727
fabR,924,835,1026,1581,1458,1680
yijD,1533,1704,1500,2144,1941,2313
trmA,2159,2105,2443,3892,3426,4361
btuB,2077,1640,2209,1626,1559,1753
murI,1743,1737,2308,1575,1348,1500
rrsB,5270,6259,2371,5530,1807,3844
gltT,1979,1563,2320,1632,1240,1667
rrlB,16412,17609,8903,15549,4934,10960
rrfB,2,3,2,4,3,4
murB,2334,2203,2908,2246,1953,2305
birA,706,638,837,652,617,709
coaA,656,512,880,928,852,955
thrU,178,235,303,112,88,137
tyrU,731,570,1033,949,864,993
glyT,158,128,186,441,376,436
thrT,626,432,806,1456,1254,1744
tufB,15415,12638,14696,27437,25729,30574
secE,3212,3321,4598,6327,5913,6777
nusG,3636,3732,5198,7138,6490,7938
rplK,14975,14368,15409,40766,38792,47187
rplA,26483,26361,27362,65861,64106,75145
rplJ,44688,44741,43889,74364,71924,85341
rplL,17786,17897,16761,29148,27852,33063
rpoB,61068,57559,56068,67088,67416,81350
rpoC,54655,62901,56348,36733,36489,36889
yjaZ,174,196,221,117,91,138
sroH,50,26,19,19,17,14
thiH,93,84,125,89,85,107
thiG,46,33,42,55,56,45
thiS,10,17,10,15,14,18
thiF,39,39,51,110,113,118
thiE,33,40,36,98,105,146
thiC,445,466,606,660,626,742
rsd,1726,1473,1923,499,444,495
nudC,1081,1028,1419,714,614,800
hemE,2178,2040,2638,1802,1700,1943
nfi,852,735,1035,871,743,986
yjaG,367,317,450,553,492,595
hupA,4913,3344,4345,3713,3271,3756
yjaH,179,144,190,793,672,816
zraP,59,71,42,2199,1637,1911
zraS,132,114,139,247,186,262
zraR,174,157,153,194,158,203
purD,1136,718,718,433,373,449
purH,1190,630,1036,518,518,606
rrsE,5205,6287,2332,5397,1799,3807
gltV,122,127,135,113,66,109
rrlE,16364,17657,8670,15468,4981,10895
rrfE,1,0,3,3,1,1
yjaA,32,38,30,87,82,102
yjaB,6,20,9,28,17,33
metA,817,1368,1055,149,128,153
aceB,14294,11803,15900,5154,4426,4682
aceA,12868,11417,12442,5236,4710,5586
aceK,4719,4532,5418,1727,1767,2438
arpA,138,91,115,111,122,147
iclR,1044,953,1555,1249,1146,1256
metH,7375,6759,6869,2062,1939,2097
yjbB,158,152,249,351,281,341
pepE,153,128,134,929,894,911
rluF,805,741,806,504,448,488
yjbD,445,423,482,205,201,172
lysC,3177,2562,2488,735,728,764
pgi,11680,9789,13310,11268,9736,11777
yjbE,173,417,56,19,15,23
yjbF,6,4,4,14,11,18
yjbG,9,6,8,8,10,19
yjbH,62,73,43,25,20,42
yjbT,133,112,96,11,3,11
psiE,1048,825,1078,46,42,49
xylE,392,331,352,27,31,36
malG,146,153,179,74,86,93
malF,215,148,215,109,118,106
malE,680,237,365,262,352,305
malK,168,76,97,70,82,66
lamB,447,225,268,474,511,541
malM,373,335,364,220,197,202
ubiC,268,217,253,208,191,204
ubiA,457,396,464,582,459,507
plsB,2897,2795,3604,8326,7009,8618
dgkA,433,371,451,451,385,437
lexA,1917,1758,2748,2221,1992,2309
dinF,647,689,917,995,825,1101
yjbJ,1088,895,1266,1152,793,970
zur,634,620,765,440,382,472
yjbL,2,4,1,2,0,3
yjbM,9,10,14,3,5,2
dusA,1246,1120,1974,2469,2139,2563
pspG,111,325,501,148,123,151
qorA,1708,1500,1771,702,502,544
dnaB,1509,1277,1836,1700,1570,1914
alr,1410,1227,1628,1751,1606,1911
tyrB,1934,1378,2252,816,726,821
yjbS,3,0,0,0,1,1
aphA,478,337,469,766,661,772
yjbQ,2412,2612,2447,1949,1811,2181
yjbR,612,669,588,592,513,669
uvrA,10238,14649,13011,13887,11260,13288
ssb,1028,1188,1336,855,790,874
yjcB,2587,3810,3679,1569,1442,1823
pdeC,76,73,83,58,28,44
soxS,204,142,298,72,60,76
soxR,77,113,128,37,25,46
ryjA,125,104,107,84,85,101
ghxP,497,297,473,74,87,105
yjcE,502,475,536,427,347,415
yjcF,9,7,8,4,3,3
actP,121,153,138,56,56,63
yjcH,24,31,24,13,12,19
acs,246,214,156,41,23,54
nrfA,182,159,155,6090,4977,5794
nrfB,44,28,49,1793,1412,1702
nrfC,7,11,11,804,657,708
nrfD,16,22,20,1359,925,1097
nrfE,17,19,15,332,253,311
nrfF,5,2,13,74,70,97
nrfG,47,37,38,198,175,250
gltP,951,550,787,3010,2488,3043
yjcO,300,342,333,158,168,179
fdhF,1414,1275,988,8031,6977,7421
mdtP,16,21,31,21,15,31
mdtO,95,113,130,46,41,44
mdtN,46,60,57,23,18,24
ytcA,2,3,1,2,1,1
yjcS,13,10,14,4,2,4
alsK,134,136,158,56,40,47
alsE,19,19,24,19,13,11
alsC,80,79,94,43,32,51
alsA,40,35,26,17,11,11
alsB,72,57,72,36,44,52
alsR,379,354,458,176,153,191
rpiB,121,113,143,24,24,19
yjdP,139,164,158,83,87,84
phnP,221,249,339,206,129,174
phnO,89,104,136,71,53,66
phnN,30,54,44,31,26,25
phnM,40,32,41,21,18,19
phnL,63,90,80,42,41,29
phnK,15,28,13,7,11,12
phnJ,19,17,28,12,8,4
phnI,10,12,13,10,8,9
phnH,14,10,21,9,7,11
phnG,8,13,12,4,6,5
phnF,7,20,11,6,14,8
phnD,10,16,9,2,5,5
phnC,10,20,9,4,11,2
yjdN,188,184,346,23,17,26
yjdM,215,250,195,1259,1206,1443
crfC,516,377,344,431,314,429
yjcZ,163,132,129,104,109,147
proP,8688,6786,8025,30091,27469,35212
pmrR,408,299,320,1010,971,1446
basS,287,232,325,385,392,491
basR,284,280,311,247,174,237
eptA,41,34,49,41,33,42
adiC,484,470,331,477,390,517
adiY,475,548,101,779,646,1085
adiA,622,418,522,238,240,284
melR,409,163,185,103,92,97
melA,115,123,128,993,722,657
melB,287,300,356,516,378,438
yjdF,198,221,264,85,72,94
fumB,464,475,180,1521,1529,1835
dcuB,784,800,269,1224,1204,1402
dcuR,491,485,494,800,784,926
dcuS,472,471,487,723,650,770
yjdI,46,41,28,68,43,41
yjdJ,272,145,163,366,232,373
ghoS,8,9,8,59,62,66
ghoT,4,5,9,72,49,68
lysU,1331,1218,1478,6175,5950,6560
dtpC,99,112,114,96,71,101
cadA,118,127,158,5585,4724,4891
cadB,15,31,29,1260,934,993
cadC,623,534,629,509,449,602
pheU,27,23,31,6,9,13
yjdC,1455,1353,1800,942,740,916
dsbD,927,790,1545,810,798,982
cutA,748,674,991,369,324,382
dcuA,6046,8010,7620,8236,7444,7401
aspA,3376,3135,3424,20117,18517,19426
fxsA,825,765,963,998,945,1125
yjeH,1146,1135,1561,210,189,206
groS,1348,1028,1733,5064,5818,5679
groL,10704,7899,10268,29632,34205,35343
yjeI,578,516,553,295,215,231
yjeJ,182,125,145,211,180,262
epmB,582,492,877,837,800,993
efp,2534,1943,2460,6013,5430,6729
ecnA,73,53,59,238,196,247
ecnB,506,360,593,549,393,539
gdx,97,76,156,233,189,219
blc,325,192,312,364,263,311
ampC,122,88,138,505,469,538
frdD,255,205,190,2686,2460,2768
frdC,351,249,258,3610,3425,3926
frdB,733,549,506,9007,8421,10051
frdA,1002,771,764,12008,10802,12060
epmA,103,111,144,683,650,765
yjeM,188,257,277,933,917,1184
yjeN,28,28,31,53,56,66
yjeO,88,70,102,72,62,79
mscM,1225,1209,1594,1751,1678,1944
psd,3279,3087,4551,4922,4145,5450
rsgA,3689,3446,4597,4087,3472,4692
orn,458,389,648,806,615,748
glyV,1206,1012,1516,397,370,472
glyX,528,521,755,223,208,272
glyY,225,202,303,75,55,108
yjeV,20,20,22,21,12,4
queG,493,425,525,448,389,479
nnr,1090,1223,1279,819,642,770
tsaE,351,415,441,299,227,309
amiB,2355,2333,3166,1999,1732,2254
mutL,2376,2552,3492,3036,2685,3313
miaA,8068,8404,10672,10346,10098,11750
hfq,9328,7623,9868,7550,7196,8992
hflX,9104,7914,12321,11045,10383,12697
hflK,8126,7401,13748,12025,11863,14603
hflC,1737,1677,3101,2640,2571,3041
yjeT,40,34,41,104,73,100
purA,17909,15993,25608,20980,19576,22694
nsrR,919,838,1058,1416,1334,1561
rnr,7049,6465,10632,13106,12259,15327
rlmB,749,639,1277,1111,1135,1384
yjfI,5,2,4,13,6,11
yjfJ,6,11,5,19,16,16
yjfK,4,11,5,13,10,12
yjfL,5,5,6,9,8,15
yjfM,11,13,17,24,16,38
yjfC,22,23,47,15,14,13
aidB,929,897,1139,2068,1487,1628
yjfN,306,580,214,591,422,516
bsmA,340,206,187,288,256,290
yjfP,287,265,321,170,124,168
ulaR,202,172,203,133,111,116
ulaG,61,56,56,40,42,57
ulaA,34,36,49,36,39,55
ulaB,12,9,16,6,6,10
ulaC,24,18,24,10,8,14
ulaD,74,73,98,32,26,30
ulaE,82,84,112,46,44,63
ulaF,93,99,96,55,48,55
yjfY,138,171,170,46,35,50
rpsF,10740,10684,8952,32502,28627,34287
priB,10625,10163,8285,29212,26086,32351
rpsR,12838,11479,10105,32608,29069,38108
rplI,12116,11585,9253,31073,28427,35055
yjfZ,28,13,28,181,163,281
ytfB,569,584,501,560,471,538
fklB,2078,1721,2033,1843,1711,2070
cycA,3265,3166,2873,2980,2503,3051
ytfE,696,609,1863,432,420,436
ytfF,155,104,190,84,70,79
qorB,165,158,166,82,56,73
ytfH,87,83,92,47,46,67
cpdB,647,488,525,480,471,457
cysQ,1233,1130,1213,550,446,515
ytfI,32,24,35,28,22,17
ytfJ,30,30,31,186,155,175
ytfK,283,292,265,566,488,557
ytfL,820,642,1053,2186,1840,2395
msrA,2811,1986,2349,805,615,752
tamA,671,587,686,655,512,615
tamB,3139,2959,3468,1799,1499,2065
ytfP,1015,991,1083,232,221,272
yzfA,46,61,50,30,27,36
chpS,160,153,143,52,43,68
chpB,104,100,116,60,66,87
ppa,11689,8758,12946,12145,11116,13340
ytfQ,160,127,161,151,158,139
ytfR,107,90,110,91,72,75
ytfT,80,66,89,60,34,56
yjfF,177,213,201,82,67,93
fbp,937,684,879,1394,1188,1243
mpl,2447,2591,3024,2970,2629,2994
yjgA,1582,1321,1590,1429,1254,1429
pmbA,3036,2607,3475,2144,1964,2127
nrdG,806,589,910,1225,1356,1624
nrdD,6418,5825,6671,8204,8009,9041
treC,91,81,82,263,242,200
treB,122,74,109,301,249,274
treR,356,370,252,353,290,366
mgtL,396,342,381,1782,1395,2536
mgtA,2729,2017,1099,40799,37008,55438
ridA,7638,4798,2262,6437,5604,7255
pyrI,8033,4184,937,187,195,328
pyrB,6570,3438,926,79,79,82
pyrL,111,88,98,22,24,29
yjgH,256,180,237,94,60,85
bdcA,80,74,70,74,65,92
bdcR,96,75,69,57,60,72
tabA,335,264,215,299,252,259
yjgL,125,134,102,97,93,112
argI,662,855,1060,170,135,138
rraB,6052,5450,5807,4526,3939,4425
yjgM,215,189,219,100,99,137
yjgN,14,20,22,12,15,14
valS,7722,6957,8199,9349,8624,10764
holC,345,332,365,790,726,839
pepA,1181,870,1196,2692,2325,2881
lptF,954,1028,1543,1591,1404,1588
lptG,947,904,1417,1252,1033,1325
yjgR,501,441,438,452,302,391
idnR,245,204,236,61,56,76
idnT,200,201,191,102,86,144
idnO,18,13,18,18,18,15
idnD,9,4,1,7,7,7
idnK,7,8,11,21,10,13
ahr,308,200,359,344,253,323
leuX,29,19,18,166,135,210
insC-6,138,115,124,95,95,135
insD-6,165,148,166,113,81,105
yjgZ,21,27,35,14,13,24
insG,126,149,122,89,83,81
yjhB,53,35,41,45,34,53
yjhC,70,48,51,62,67,77
ythA,10,6,7,9,15,14
insI-3,154,143,161,203,171,204
fecE,341,286,311,74,47,82
fecD,214,170,219,47,56,74
fecC,417,366,444,101,72,129
fecB,1080,1150,1056,195,169,237
fecA,1814,1594,2223,146,131,203
fecR,4585,4380,5594,47,92,77
fecI,8806,8143,10610,64,89,122
insA-7,200,182,266,87,75,80
yjhU,521,548,575,535,441,484
yjhF,82,67,89,61,55,83
yjhG,390,429,465,319,295,330
yjhH,58,72,69,49,36,47
yjhI,9,13,3,8,8,11
sgcR,43,53,68,20,14,14
sgcE,62,40,67,37,24,36
sgcA,51,64,81,40,35,27
ryjB,72,76,74,13,26,29
sgcQ,1252,1284,1500,441,360,440
sgcC,52,37,61,25,46,43
sgcB,13,14,20,13,12,20
sgcX,130,128,151,68,70,57
yjhP,68,48,45,57,67,89
yjhQ,30,25,19,29,34,43
topAI,305,262,331,43,39,58
nanS,55,51,52,73,43,88
nanM,46,45,16,93,56,97
nanC,18,16,11,37,19,32
fimB,516,322,251,137,109,135
fimE,135,159,160,53,51,60
fimA,3955,4630,4769,5939,6151,6849
fimI,358,564,762,1157,1050,1304
fimC,128,186,310,606,555,733
fimD,211,297,403,744,703,963
fimF,55,66,80,101,99,118
fimG,57,62,69,116,131,176
fimH,101,119,133,139,101,134
gntP,71,85,86,62,76,87
uxuA,371,483,672,288,246,294
uxuB,375,514,536,313,252,248
uxuR,512,620,595,280,255,304
yjiC,10,15,14,15,12,12
ytiC,69,101,19,1,6,2
ytiD,75,92,7,4,1,4
idlP,34,35,13,137,119,145
iraD,89,171,44,383,356,460
hypT,271,282,342,623,458,540
iadA,863,747,826,2209,1517,1910
yjiG,54,46,47,297,210,276
yjiH,12,12,13,171,133,153
kptA,464,548,496,233,163,223
yjiJ,110,124,96,65,36,56
yjiK,169,167,187,137,115,146
ytiA,64,66,69,43,36,32
yjiL,71,63,58,159,150,141
yjiM,117,82,147,517,460,558
yjiN,442,292,484,813,717,877
mdtM,185,186,263,529,440,474
yjiR,364,292,316,250,232,182
yjiS,7,3,4,10,5,7
yjiT,218,133,145,169,132,167
mcrC,34,28,50,147,93,118
mcrB,85,74,83,234,184,241
symE,59,43,51,30,21,34
symR,9,8,11,9,12,6
hsdS,229,149,296,417,448,602
hsdM,712,598,1013,2597,2474,3422
hsdR,657,575,693,3794,2903,3490
mrr,222,213,176,341,280,300
yjiA,389,326,387,1052,703,939
yjiX,236,170,265,605,426,534
btsT,286,248,123,5999,4263,5503
tsr,45,69,61,29,33,27
lgoT,167,176,212,102,75,76
lgoR,37,19,17,10,15,12
lgoD,36,28,43,29,34,37
opgB,158,138,155,2128,1842,2367
yjjA,239,204,360,660,635,741
dnaC,406,311,592,756,626,792
dnaT,534,510,840,1016,860,1045
yjjB,90,117,106,39,46,39
yjjP,227,174,289,123,98,101
yjjQ,14,29,20,6,4,8
bglJ,4452,3386,5199,55,75,99
fhuF,15086,13255,19204,207,365,295
yjjZ,945,968,1109,44,56,43
leuV,80,86,85,84,46,72
leuP,85,78,72,98,76,72
leuQ,178,207,213,212,209,199
rsmC,1661,1423,2118,1847,1607,1806
holD,371,304,512,1127,1113,1244
rimI,262,206,344,939,882,1024
yjjG,581,464,663,1976,1763,2231
prfC,2030,1645,2751,7906,7493,9778
osmY,501,271,405,2072,1422,1939
ytjA,238,144,155,361,248,307
yjjU,1516,1273,1515,1016,898,1051
yjjV,617,622,698,479,406,510
yjjW,78,66,84,147,133,153
yjjI,118,134,146,793,658,773
deoC,1026,882,1072,2475,2029,2084
deoA,1270,1094,1444,3630,2952,3259
deoB,4933,6345,5615,15658,13668,16362
deoD,2419,2831,2910,9225,8410,9851
yjjJ,374,324,499,906,817,1068
lplA,420,372,462,521,423,526
ytjB,218,199,260,173,174,218
serB,776,698,1042,1308,1242,1437
radA,415,393,534,552,472,599
nadR,723,617,716,386,362,538
ettA,1903,1731,2339,2472,2238,2674
slt,2103,1815,2625,2265,1945,2560
trpR,410,359,624,281,231,300
yjjX,389,372,504,364,282,315
ytjC,339,290,397,407,345,423
rob,6234,5461,7367,5518,4501,5524
creA,344,271,420,395,337,439
creB,342,339,477,367,361,407
creC,157,143,191,140,130,145
creD,164,222,231,129,105,118
arcA,1971,1480,2057,11724,9945,10778
yjjY,539,377,526,1974,1757,1960
yjtD,160,115,133,280,255,297
proP_1,1643,1688,2222,3894,3513,4082
kdgR_1,400,341,372,693,647,791
,933880,910155,1038415,801201,644139,835976
rrmA,299,278,514,654,566,739
yebN,29,19,29,201,172,197
manZ_4,1300,1200,1508,1791,1403,1530
manX_1,1607,1289,1591,2209,1932,2122
ycgG_1,117,106,199,126,140,194
dinG_1,637,608,1057,914,905,1100
yeaZ,180,170,335,983,846,1017
slp_1,233,454,320,831,777,880
fadK_1,174,233,264,1088,1012,1360
caiT_1,16,23,20,6,9,14
dmlR_1,83,81,69,26,25,33
yeaR3,12,24,7,36,31,34
yeaP,1121,1018,1517,691,533,714
yeaN,74,81,93,199,192,220
ripA_2,154,138,178,106,91,111
yeaI,24,32,22,140,165,212
mipA_1,396,334,556,2047,1839,2093
yvgN_2,385,335,727,255,264,296
yeaA,726,402,485,522,447,476
tdh_1,23,13,25,19,16,26
ydjE_1,10,9,6,11,9,14
gutB_1,7,6,5,9,7,8
fbaA_2,9,8,4,8,9,14
ydjH_2,9,15,14,11,10,14
yhdN_2,46,36,53,27,29,25
glpR_1,49,39,52,31,29,35
ydjE_2,26,35,35,38,30,46
ydjB,280,226,336,388,322,455
sppA_3,1126,785,1364,1457,1338,1571
ynjE_1,94,103,168,396,368,415
ydjR,60,74,81,55,55,82
chbC_2,79,76,89,189,164,201
chbA_2,24,29,27,46,30,33
celF_1,73,80,82,55,72,91
yniC,283,343,448,334,262,351
arpB,32,28,28,12,18,24
cdgR,162,177,155,766,658,807
ydiA,357,284,274,230,177,249
fadK_2,27,19,10,7,11,11
insB1_1,66,36,85,44,61,44
fadK_3,87,93,108,37,34,44
etfA,39,30,37,17,21,25
etfB_1,13,20,18,12,12,22
ypdC_1,52,46,46,46,37,38
caiA_1,34,14,20,14,11,28
atoD_1,12,11,13,7,9,10
ydiI,113,155,157,76,55,66
sufA_1,1051,945,1855,414,288,362
ynhG,1743,1629,2288,1581,1109,1501
lpp_1,41199,40118,40001,52553,47116,57975
ydhZ,26,32,47,44,32,34
dmsB_1,54,56,67,38,46,51
flu_1,602,622,701,865,746,783
allS_1,90,58,92,122,89,144
ydhO,110,88,98,177,128,167
ydhD,1017,1028,1075,1203,1128,1273
aaeB_1,272,268,351,448,449,593
yibH_1,63,77,106,588,560,764
gst,661,515,498,592,508,525
tppB,1661,2583,3788,1891,1650,1965
rnfE,188,171,257,141,124,141
rnfG,155,106,167,113,104,136
rnfD,286,227,384,266,243,399
rnfC,792,587,1043,1909,2200,3076
rnfB,207,171,287,708,634,810
rnfA,374,346,480,735,586,637
malY_2,580,527,603,239,208,236
kstR2,520,537,610,455,380,474
ynfM_1,1012,1131,1101,474,419,521
hcaR_1,51,50,60,61,39,51
ynfJ,74,91,112,184,170,183
dmsB_2,47,49,54,409,463,415
dmsA_1,120,117,145,1359,1297,1326
dmsA_2,304,294,348,1272,1174,1318
rspA_2,58,174,63,16,18,28
recE_1,26,40,38,53,39,58
gnsA_1,320,215,363,150,143,185
ydfO_1,20,28,28,22,7,10
yhjE_1,96,129,99,42,26,42
por,91,80,54,145,121,180
cinA,63,72,87,95,75,112
ydeH_1,269,573,419,702,663,892
yneM,226,276,131,1292,1245,1609
marR_3,34,89,48,163,138,179
marC_1,185,227,265,194,137,172
sotB,292,219,289,336,333,369
gltR,110,111,245,92,76,85
yneI,332,338,457,136,160,146
glsA2,361,329,533,474,463,520
ycdT_1,299,358,424,165,163,212
yneA,37,44,58,28,12,27
ydeZ,32,37,33,14,14,14
lsrK_1,119,136,169,46,34,54
fimD_1,2,6,3,195,225,280
fimF_1,1,3,2,57,70,116
fimH_1,2,9,3,47,54,80
fdhF_1,56,53,72,50,64,73
yneN,0,1,0,1,0,0
gadW_1,9,2,3,2,4,8
gadB_1,5850,3269,11349,46933,40277,51335
dos,439,429,426,71,60,79
rpsV,2063,2109,2909,2083,1603,1813
flr,54,39,50,13,19,20
fecA_1,112,50,123,148,134,165
yncA,389,440,505,96,90,86
ydcX,80,100,97,36,23,33
ydcW,145,125,186,74,47,67
potA_1,26,38,36,28,28,28
potF_1,61,51,56,44,27,42
yhbU_1,429,629,428,1221,1080,1276
sinR,87,85,79,142,83,122
mdoD,749,750,1059,1147,1060,1471
gapC_1,7397,9254,10936,2484,2289,2554
gapC_2,6909,9345,11491,3013,2462,2682
gapC_3,5232,6514,8650,1969,1695,2096
ydbC,109,108,146,78,69,66
orf230_1,110,121,114,92,94,121
orf231_1,155,125,155,104,83,89
caiE_1,25,31,64,49,42,50
caiD_1,5,13,9,7,7,17
ydbH_1,174,160,230,233,195,218
porA,834,961,986,3059,2371,2670
ompN_1,40,54,51,26,15,29
insH,114,125,108,82,69,78
dnaC_1,9,4,11,6,7,9
recE_2,84,72,87,37,46,44
xerC_1,110,83,139,186,198,234
ydaO,781,661,1016,1355,1261,1638
ydaM,308,335,617,208,207,227
ydaL,152,162,205,168,161,182
yxeP2,30,37,29,15,24,27
ogt_1,208,227,284,131,106,130
dmlR_2,78,63,113,108,90,118
ycjI,838,793,989,402,357,408
ccpA,59,49,74,125,130,132
ycjV,5,14,10,2,2,4
yvdM,6,7,11,2,4,8
kojP,54,68,89,25,25,41
gtfA,6,11,7,5,7,11
plaP_1,118,139,184,83,78,72
sapB_1,161,152,274,242,181,258
gmr_1,167,154,220,724,667,863
glpR_2,1036,984,1624,386,392,447
yciS,647,571,784,514,471,563
yciX_1,577,405,814,145,124,139
yciX_2,98,77,142,40,32,43
topA_1,4059,3817,6002,13188,12540,15633
trpH,819,816,906,647,571,721
ispZ,502,657,798,658,623,756
tonB_2,1013,1017,1307,162,118,155
cls,1421,1194,1700,888,742,845
marC_2,194,201,278,229,202,232
hnr,513,463,521,705,585,772
purU_1,816,565,706,1279,1101,1369
narX_1,408,406,512,635,496,626
ldrB_1,43,36,44,61,87,123
ldrB_2,15,30,38,39,41,53
ldrB_3,212,229,274,263,195,282
sirB1,1087,1184,1321,957,823,1082
sirB2,209,210,335,370,360,561
hemK,167,143,296,630,642,847
prsA,5002,4547,7064,7241,6554,8467
ychM,524,603,757,1338,1262,1543
engD,447,373,562,2074,1840,2223
ycgC,4326,3577,3690,4542,3564,3799
dsbB_2,379,433,765,500,396,535
umuC_1,135,175,139,40,33,47
ycgL2,235,212,281,317,279,375
ycgG_2,28,17,27,11,15,9
ycgF,934,671,1171,418,432,490
mlrA_1,1009,886,1432,375,300,411
icdA_1,9,10,9,11,3,4
lexA_1,134,120,159,262,213,275
icdA_2,11225,7890,7168,2310,2064,2222
ycfC,646,578,756,1537,1251,1693
ycfD,1367,1209,1528,1963,1680,2123
potA_2,611,454,1151,3650,3463,4242
lolD_1,245,204,394,583,540,671
ycfU,593,580,1210,1742,1581,1980
ycfS,251,319,897,463,475,603
ycfF,608,494,799,561,434,529
ptsG_1,3864,3028,4426,2583,2344,2855
yceG,206,227,297,339,281,344
fabG_1,7958,7585,10307,5445,5254,6042
yhdE_1,557,472,707,358,346,417
