Geneid,M9-41T-3,M9-41T-4,M9-41T-5,TB-41T-4,TB-41T-5,TB-41T-6
marB,146,126,179,198,232,248
eamA,1163,763,1190,155,185,200
ydeE,381,265,282,63,80,92
mgtS,146,749,262,1661,2010,2060
mgrR,38,49,34,79,102,105
dgcZ,335,304,329,372,523,488
ydeI,72,240,56,19,35,40
ydeJ,76,84,78,31,33,42
dcp,2707,2153,3212,1076,1183,1165
ydfG,2476,1992,2179,1048,1188,1228
ydfH,1360,1208,1200,1496,1584,1695
ydfZ,72,188,53,328,344,395
ydfI,60,84,72,76,52,84
ydfJ,79,68,68,19,17,19
ynfT,1905,1351,1825,88,130,181
ydfK,2026,1574,2021,126,168,202
pinQ,392,241,285,73,135,134
tfaQ,40,33,42,14,24,14
ydfN,32,46,45,14,15,14
nohA,21,23,18,11,10,17
ynfO,29,79,38,20,22,22
ydfO,23,20,15,9,2,10
gnsB,284,231,241,125,114,184
ynfN,221,30,146,31,42,57
ynfR,176,22,117,16,22,15
ynfQ,982,271,582,127,103,144
cspI,4485,1479,2757,562,543,681
rzpQ,214,52,106,23,34,32
rzoQ,0,0,0,0,0,0
rrrQ,40,30,23,52,59,84
ydfR,31,22,21,48,56,58
essQ,6,3,4,18,29,26
cspB,1968,1799,3069,6022,5981,6905
cspF,670,139,495,197,235,303
ynfS,459,303,309,166,203,211
ydfT,99,92,75,48,55,40
ydfU,59,26,49,21,35,21
rem,36,33,26,19,26,15
hokD,258,188,218,58,81,68
relE,494,298,322,73,128,86
relB,766,534,575,165,209,195
ydfV,125,75,111,24,44,31
flxA,37,36,26,8,7,13
ydfW,17,10,18,1,4,4
ydfX,18,7,23,1,0,0
dicC,3,0,5,0,0,0
dicA,469,568,348,304,271,293
ydfA,55,16,34,13,8,4
ydfB,134,55,86,19,21,20
ydfC,80,57,63,18,19,16
dicF,17,1,11,2,2,2
dicB,19,10,16,0,3,1
ydfD,30,12,18,3,4,7
ynfP,5,6,8,0,1,1
rspB,144,236,298,18,31,20
rspA,55,72,158,17,22,18
ynfA,187,135,129,67,66,59
ynfB,1219,2290,1366,3371,2916,3317
speG,1171,2014,1359,3580,3370,3661
ynfC,195,173,142,132,118,146
ynfD,323,506,197,619,724,719
ynfE,323,467,266,878,968,898
ynfF,145,182,114,908,886,842
ynfG,40,78,46,332,286,310
ynfH,541,495,457,837,834,839
dmsD,1481,837,1337,1148,1172,1319
clcB,113,83,113,105,79,130
ynfK,332,1279,531,942,873,867
mlc,756,836,807,603,703,668
ynfL,78,49,59,26,35,59
ynfM,1368,468,1037,473,511,520
asr,32,96,50,38,45,57
ydgU,0,0,2,0,4,3
ydgD,433,613,289,318,371,380
mdtI,170,92,118,1469,1593,1544
mdtJ,237,79,197,2293,2461,2735
tqsA,229,208,230,573,662,619
pntB,6282,6112,5972,1692,1881,1810
pntA,6710,6193,6611,1830,1952,1895
ydgH,5204,2309,4909,1744,1884,1894
ydgI,427,268,318,1967,2176,2192
folM,786,587,669,628,720,677
ydgC,495,399,451,77,71,83
rstA,1275,1794,1409,2808,3186,3435
rstB,1035,1355,1329,1895,2218,2217
tus,449,497,526,360,444,417
fumC,630,504,986,362,499,404
fumA,1119,5727,2646,773,1120,981
manA,2361,3598,2656,3834,4198,4420
ydgA,5159,10636,3354,9074,10505,10370
uidC,13,30,16,8,8,10
uidB,59,53,63,38,32,38
uidA,151,152,138,75,79,77
uidR,546,955,530,386,562,492
hdhA,718,1037,495,238,315,321
malI,353,266,289,135,178,175
malX,776,744,684,267,349,342
malY,492,884,491,228,267,261
add,1978,1835,1793,2379,2531,2554
ydgJ,5355,2502,6215,1252,1414,1419
blr,64,102,90,57,71,81
cnu,319,475,243,134,151,165
ydgK,966,760,729,662,735,823
rsxA,909,198,717,187,198,216
rsxB,410,114,374,189,206,240
rsxC,1557,550,1352,1325,1670,1620
rsxD,576,194,511,651,782,765
rsxG,301,96,221,359,417,390
rsxE,372,180,347,455,532,516
nth,456,260,338,363,423,376
dtpA,1212,1030,683,873,949,865
gstA,429,812,489,226,251,223
pdxY,1889,1156,1815,1625,1641,1670
tyrS,7930,4675,7348,7188,7581,7605
pdxH,2310,1391,2017,1864,1932,2036
mliC,220,566,269,270,252,288
anmK,1257,1195,1336,682,797,814
slyB,5159,6797,5106,19205,21534,21747
slyA,2997,4150,2477,2332,2614,2769
ydhI,196,121,155,477,518,630
ydhJ,116,53,96,416,533,562
ydhK,399,308,260,543,614,653
sodC,1637,1758,1009,266,312,296
ydhF,1045,1583,1210,686,827,832
ydhL,52,68,49,13,16,14
nemR,158,131,209,163,204,189
nemA,1281,892,1423,770,931,940
gloA,1098,866,922,760,753,844
rnt,1447,584,1244,1380,1443,1594
lhr,1275,1068,1248,651,841,800
grxD,1444,1139,1258,874,944,982
mepH,205,167,181,116,114,121
sodB,390,1770,416,17728,19589,19584
ydhP,739,451,632,369,411,473
ynhF,269,619,214,146,158,161
purR,3554,1235,3119,2210,2207,2463
ydhB,150,79,160,104,121,105
ydhC,202,265,203,5117,4379,4801
cfa,7537,20813,5683,4585,4338,4352
ribC,1739,1436,1684,923,907,970
mdtK,2305,2224,1950,1962,2316,2438
ydhQ,1082,963,858,537,609,590
valV,15,8,14,5,8,8
valW,102,17,61,54,70,97
ydhR,595,653,419,378,511,544
ydhS,313,515,210,52,62,80
ydhT,63,76,53,33,34,23
ydhU,44,65,40,27,24,13
ydhX,79,72,68,55,72,65
ydhW,33,32,31,50,59,48
ydhV,40,43,37,165,220,196
ydhY,2,4,3,162,156,167
fumD,61,58,47,18,21,33
pykF,19799,13387,15196,24509,26221,26103
lpp,50111,100584,53279,46974,51423,55339
ldtE,1705,2594,1003,309,358,385
sufE,4760,879,3098,181,179,149
sufS,16213,2489,11021,409,423,393
sufD,18941,2612,13644,381,380,422
sufC,11023,1396,7792,182,243,199
sufB,26381,3560,19064,296,330,336
sufA,2865,492,1998,29,39,43
rydB,181,295,128,43,28,60
ydiH,10672,16120,8254,2213,2082,2340
menI,208,156,209,48,63,56
ydiJ,2979,1665,3044,607,755,748
ydiK,1869,1301,1256,606,692,710
rprA,3,3,5,2,3,6
ydiL,10,38,10,9,4,7
ydiM,15,16,17,4,2,7
ydiN,3,8,2,4,12,6
ydiB,110,90,115,27,31,37
aroD,864,546,947,144,170,159
ydiF,15,16,15,12,10,5
ydiO,30,31,42,11,21,14
ydiP,41,94,36,8,13,16
ydiQ,33,17,17,9,6,15
ydiR,47,33,36,13,11,21
ydiS,60,53,60,25,18,23
ydiT,15,17,13,2,7,4
fadK,103,146,89,35,37,50
ppsA,2580,6129,3746,711,1854,1808
ppsR,436,492,562,63,106,139
aroH,2331,1107,2271,1154,1212,1255
ydiE,864,505,568,56,82,74
ydiU,11395,2088,8801,300,381,344
ydiV,151,357,102,419,467,522
nlpC,650,570,481,311,331,333
btuD,1196,560,865,400,460,435
btuE,1580,761,1013,377,427,423
btuC,424,385,369,544,532,495
ihfA,2705,3533,1490,1608,1799,1737
pheT,7781,8754,8238,21807,24727,24009
pheS,2743,2469,3304,9478,10444,10665
pheM,338,298,280,74,69,89
rplT,54446,59036,51804,53412,62385,62009
rpmI,38826,43939,36540,37049,41382,43196
infC,44956,45821,38661,40442,45208,46612
thrS,48622,64448,44703,58747,61632,63239
yniD,24,36,37,5,6,9
ydiY,555,171,440,343,359,371
pfkB,1750,1319,1210,812,908,872
ydiZ,1149,1069,547,131,150,173
yniA,1725,2711,1046,1434,1769,1622
yniB,1117,1184,808,433,502,525
hxpB,424,316,374,261,276,294
ydjM,65,63,74,155,159,158
tcyP,561,6177,1705,590,550,622
ydjO,9,122,23,6,4,2
cedA,137,58,91,89,98,93
katE,4206,3136,2627,217,234,245
chbG,346,323,344,189,186,163
chbF,77,70,67,66,71,69
chbR,203,324,205,222,233,236
chbA,25,34,29,26,22,36
chbC,98,80,70,109,149,139
chbB,423,504,390,206,281,295
osmE,868,2050,485,364,364,369
nadE,4178,3697,4848,1042,1158,1192
cho,623,412,612,285,331,339
ves,55,56,74,39,43,40
spy,379,1042,1152,741,983,1078
astE,47,44,31,31,32,19
astB,155,178,138,92,121,106
astD,80,88,75,63,72,64
astA,47,98,53,46,85,69
astC,82,392,119,80,95,69
xthA,758,446,820,531,522,592
ydjX,135,231,114,206,181,194
ydjY,35,50,19,68,65,67
ydjZ,154,181,112,144,145,140
ynjA,99,107,93,57,66,59
ynjB,371,291,358,240,262,215
ynjC,231,187,170,205,177,201
ynjD,118,93,90,71,123,95
ynjE,230,316,149,288,269,277
ynjF,243,200,183,106,132,155
nudG,226,101,201,81,115,102
ynjH,136,104,113,59,53,51
gdhA,17619,8715,19892,780,895,944
ynjI,850,425,1008,95,108,139
topB,3243,2821,3636,5028,5981,5834
selD,2383,3641,3003,2560,2980,2917
ydjA,2083,2542,2138,867,1162,1110
sppA,1613,913,1732,1329,1476,1438
ansA,1330,623,1217,1214,1136,1347
pncA,424,310,456,362,412,403
ydjE,40,40,31,19,16,21
ydjF,54,89,59,14,16,21
ydjG,39,18,36,13,14,11
ydjH,17,15,10,16,15,15
ydjI,10,2,4,7,6,7
ydjJ,8,10,15,4,5,7
ydjK,14,9,10,6,11,4
ydjL,32,16,24,9,14,9
yeaC,412,587,587,132,184,163
msrB,667,1189,1142,291,438,407
gapA,133248,150294,148540,97537,97454,97662
yeaD,1436,1092,1536,576,631,582
yeaE,747,449,502,211,241,266
mipA,1197,421,992,1604,1747,1676
yeaG,12123,17425,6709,741,907,863
yeaH,4419,5571,1971,218,240,237
cdgI,16,22,15,135,185,180
dgcJ,269,149,212,111,139,155
yeaK,572,815,551,477,591,549
yoaI,43,82,44,40,41,39
yeaL,380,385,266,283,313,300
nimR,142,158,147,102,108,115
nimT,79,83,62,156,155,146
yeaO,433,920,506,389,443,395
yoaF,232,273,182,176,193,166
dgcP,1672,747,1631,355,317,390
yoaK,176,91,159,24,37,31
yoaJ,42,27,36,8,11,13
yeaQ,302,457,119,56,69,50
yoaG,26,27,34,17,12,18
yeaR,16,10,8,10,7,7
leuE,122,273,117,126,170,152
dmlR,92,413,159,33,67,69
dmlA,73,329,109,126,74,99
yeaV,21,42,19,11,17,8
yeaW,26,19,21,25,12,3
yeaX,67,27,57,33,42,29
rnd,2455,1100,2186,2169,2384,2412
fadD,296,1683,521,1173,1218,1209
yeaY,407,264,338,658,646,708
tsaB,415,144,367,555,627,616
yoaA,937,405,1062,812,948,947
yoaB,1207,622,1207,691,722,764
yoaC,340,395,253,179,192,181
yoaH,97,82,100,38,49,64
pabB,820,545,776,555,600,672
nudL,295,255,258,197,230,230
sdaA,1163,2602,1174,9393,9920,10294
pdeD,161,120,111,117,142,167
yoaE,1589,661,1258,429,467,487
yoaL,248,89,167,28,48,61
manX,2219,2500,3703,2572,3306,2809
manY,4458,4303,7382,4293,4977,4328
manZ,1904,1771,2816,1664,2102,1674
yobD,164,121,196,180,232,189
mntP,47,23,38,71,108,89
rlmA,592,234,519,376,386,372
cspC,6493,8148,7473,2070,2317,2357
yobF,6830,10293,8435,2380,2622,2599
yebO,2308,2353,2742,3037,3862,4076
mgrB,706,861,752,1904,2476,2429
yobH,267,134,197,56,56,57
kdgR,468,747,489,369,428,429
yebQ,321,142,293,502,571,558
htpX,3702,2203,3315,4139,5054,5142
prc,11207,5161,10585,10512,11399,11747
proQ,3384,1467,2929,3638,4131,4071
msrC,3383,2019,3366,1107,1108,1090
yebS,790,679,724,381,424,461
yebT,678,435,628,336,364,411
rsmF,341,178,301,481,489,491
yebV,2809,5642,1612,180,191,199
yebW,159,244,64,15,19,13
pphA,315,400,183,44,50,56
ryeA,319,630,522,101,123,120
sdsR,0,0,0,0,0,0
yebY,703,460,503,333,321,349
yebZ,2042,1195,1694,788,1032,956
yobA,2225,1754,1890,918,1104,1104
holE,703,291,560,469,655,568
yobB,79,50,64,36,48,50
exoX,678,555,830,271,269,286
ptrB,910,827,955,1162,1396,1482
yebE,734,793,1323,1346,1559,1658
yebF,991,616,826,475,575,568
yebG,570,512,556,571,588,606
purT,1367,537,1384,94,116,135
eda,1991,1992,2005,1464,1505,1474
edd,666,672,814,791,880,917
zwf,9322,7414,10671,4584,4825,4874
yebK,894,788,993,397,424,486
pykA,9136,10645,10782,9762,9680,9862
lpxM,455,339,356,542,630,637
mepM,1329,4926,892,3813,4167,4539
znuA,1879,29750,1433,7202,7643,8652
znuC,820,2752,709,528,547,596
znuB,566,1150,530,254,289,347
ruvB,2699,1912,2770,1251,1508,1519
ruvA,1321,1037,1283,824,974,994
yobI,1,2,2,5,0,1
yebB,23,19,15,12,32,18
ruvC,2348,1950,2375,3851,4046,4167
yebC,3037,2828,2955,4464,4846,4515
nudB,1430,1528,1369,1753,1968,1927
aspS,9755,10540,9609,12015,13721,13546
yecD,504,456,476,648,689,709
yecE,192,144,161,253,302,321
yecN,903,931,769,479,557,559
cmoA,1074,736,995,1040,1264,1284
cmoB,487,318,428,551,654,623
torZ,108,127,114,83,118,100
torY,35,33,28,52,30,51
micL,6,1,2,0,2,1
cutC,1685,1384,1892,783,812,804
yecM,563,440,567,200,203,212
argS,3615,1594,3495,3349,3595,3675
yecT,52,108,63,30,21,26
flhE,19,14,12,4,4,8
flhA,144,189,184,51,68,55
flhB,42,38,39,10,9,15
cheZ,114,93,107,44,54,58
cheY,16,25,28,10,14,15
cheB,44,35,44,33,22,24
cheR,26,35,31,23,11,30
tap,14,12,22,10,3,7
tar,54,53,74,11,25,26
cheW,21,50,51,15,18,20
cheA,91,95,105,50,60,63
motB,31,29,37,15,14,25
motA,32,22,36,21,24,17
flhC,225,121,298,77,86,90
flhD,249,145,379,70,72,88
insB-5,94,118,95,59,79,73
insA-5,138,300,140,136,151,165
uspC,243,935,277,287,350,310
otsA,3218,4821,1678,493,544,528
otsB,2907,4945,1451,323,327,335
araH,335,162,277,71,69,81
araG,336,227,301,101,125,113
araF,77,59,81,91,96,91
ftnB,487,1642,563,732,1007,1017
yecJ,715,229,568,366,339,441
azuC,64,45,41,10,18,32
yecR,34,43,35,45,57,25
ftnA,97,102,96,3382,3445,3759
yecH,20,153,41,411,442,469
tyrP,411,349,432,550,729,688
yecA,2230,3158,2361,1056,1227,1161
leuZ,986,237,427,87,112,111
cysT,453,105,262,75,93,99
glyW,1076,285,727,264,361,376
pgsA,1094,1367,979,1066,1217,1171
uvrC,5689,2742,5901,4389,5112,5164
uvrY,1502,1089,1379,781,803,818
yecU,5,2,1,6,7,7
yecF,133,45,110,130,126,116
sdiA,534,216,385,89,65,89
sdsN,36,59,46,11,18,10
tcyN,342,410,338,121,151,142
tcyL,416,638,450,158,177,197
dcyD,425,974,494,181,205,201
tcyJ,989,4624,1355,188,223,241
fliZ,116,93,125,20,15,25
fliA,60,52,84,14,21,17
fliC,929,1058,920,220,281,286
fliD,131,146,138,46,65,80
fliS,34,27,25,17,30,23
fliT,27,25,22,15,21,15
amyA,3174,1902,1910,347,455,444
yedD,617,416,409,253,268,284
yedE,780,633,280,330,331,369
yedF,161,184,80,73,57,62
yedK,58,113,32,13,11,13
yedL,52,233,44,17,13,21
fliE,28,28,31,11,25,28
fliF,46,27,51,26,21,20
fliG,131,105,125,40,41,43
fliH,56,31,47,14,23,15
fliI,59,36,76,15,33,23
fliJ,11,13,9,4,6,11
fliK,81,87,73,36,39,37
fliL,49,39,61,10,18,15
fliM,102,76,113,34,27,31
fliN,13,8,27,7,3,5
fliO,14,11,20,8,8,9
fliP,25,18,31,5,15,9
fliQ,21,19,26,5,4,4
fliR,44,137,124,20,31,33
rcsA,285,213,292,56,37,68
dsrB,407,253,313,73,97,77
yodD,197,310,114,36,44,41
dsrA,19,76,18,2,2,2
yedP,630,1091,379,41,59,44
dgcQ,696,542,531,217,262,264
yodC,142,137,116,45,42,63
yedI,617,440,441,159,232,199
yedA,687,222,750,262,337,335
vsr,308,102,321,116,127,119
dcm,9397,8053,9236,5648,6889,7067
yedJ,1584,1210,1304,524,694,591
yedR,270,279,146,85,94,99
rseX,0,1,1,2,1,0
hchA,485,1010,290,342,329,385
hprS,229,101,206,63,107,112
hprR,135,93,170,53,56,77
yedX,31,55,49,605,869,791
msrP,181,254,147,519,707,638
msrQ,52,91,56,34,40,47
zinT,6,9106,10,278,296,357
yodB,76,251,39,33,34,46
serU,159,357,164,46,61,50
mtfA,564,2104,1086,314,372,325
asnT,29,66,49,16,19,23
yeeJ,993,865,976,433,533,501
shiA,5904,4161,5875,276,298,309
amn,5421,5142,6038,1240,1532,1528
yeeN,2199,1195,2252,3952,4092,4394
asnW,17,18,17,7,7,5
yeeO,570,770,427,188,193,196
asnU,84,38,74,6,15,12
cbl,445,538,403,154,187,193
nac,201,495,181,164,209,180
asnV,16,14,8,6,5,6
ldtA,504,887,395,240,255,279
cobT,1031,693,881,348,363,350
cobS,723,515,486,269,273,248
cobU,570,437,452,191,235,238
insH-6,455,576,511,330,441,442
insD-3,152,226,178,52,64,75
insC-3,123,117,109,51,59,74
isrC,79,123,84,81,123,115
flu,2183,5133,4530,7101,10170,8028
yeeR,466,728,658,556,812,639
yeeS,45,65,53,25,57,36
yeeT,6,8,8,17,24,14
cbeA,27,30,28,15,25,26
cbtA,16,14,24,10,23,17
yeeW,53,46,49,17,33,27
yoeF,291,304,216,134,157,172
yeeX,7487,8678,7339,2419,2812,2679
yeeA,769,1008,666,406,494,504
sbmC,441,1515,462,442,538,522
dacD,415,297,351,388,415,432
sbcB,1551,1917,1696,1377,1528,1543
yeeD,114,977,234,115,95,98
yeeE,170,4428,621,175,206,171
plaP,593,233,560,1722,2002,2051
yoeI,114,47,99,289,280,349
yeeY,421,880,481,187,267,240
yeeZ,2803,5075,3380,2205,2737,2762
yoeB,407,325,403,114,122,106
yefM,633,395,527,162,201,183
hisL,9,28,13,0,4,2
hisG,3148,25127,8719,1515,1801,1956
hisD,4378,32771,13359,2031,2594,2504
hisC,4461,29029,13718,1878,2377,2530
hisB,4319,20080,12390,1794,2318,2266
hisH,2131,7461,5401,789,897,923
hisA,1736,5381,3877,547,683,687
hisF,3062,9240,6417,836,1072,1000
hisI,2417,7378,4075,765,837,803
wzzB,3256,1588,2783,2542,2682,2680
ugd,537,557,515,276,277,292
gnd,20283,22350,22759,8333,8704,8725
insH-7,915,1295,949,669,740,753
wbbK,1514,2392,1380,1252,1235,1475
wbbJ,859,1154,850,785,868,927
wbbI,2968,4378,2694,2634,2745,2969
wbbH,1464,2376,1130,1115,1107,1191
glf,4089,5373,3396,3282,3434,3711
rfbX,2133,3436,1915,3396,3485,3783
rfbC,883,1170,807,1195,1242,1415
rfbA,3271,3817,3157,3894,4430,4656
rfbD,1697,1537,1657,2386,2493,2664
rfbB,2409,2262,2229,3221,3442,3789
galF,7276,5689,6525,2915,3324,3482
wcaM,307,213,289,93,115,124
wcaL,238,156,232,93,132,119
wcaK,162,124,192,93,97,89
wzxC,70,55,77,32,37,29
wcaJ,71,71,104,29,22,26
cpsG,44,69,53,22,18,20
cpsB,35,69,76,18,18,10
wcaI,77,89,104,33,42,35
gmm,30,23,29,6,5,1
fcl,115,147,195,46,57,44
gmd,173,268,346,56,57,54
wcaF,10,24,8,5,5,5
wcaE,28,41,49,10,11,13
wcaD,33,53,90,18,28,19
wcaC,54,76,101,39,30,33
wcaB,36,36,43,16,14,16
wcaA,42,79,91,32,47,40
wzc,62,69,90,38,46,38
wzb,6,7,11,7,10,7
wza,62,78,110,55,67,51
yegH,717,661,580,610,889,717
asmA,2543,1765,2485,1794,2020,2056
dcd,1879,1584,1790,1656,1962,1876
udk,1796,778,1794,2258,2538,2629
dgcE,951,872,802,282,357,368
alkA,554,544,479,145,174,174
yegD,370,156,313,353,504,501
yegI,100,97,85,40,73,61
yegJ,18,28,18,14,16,2
pphC,16,9,15,3,7,3
yegL,92,53,68,43,35,36
sibA,291,336,252,34,55,52
ibsA,0,0,0,0,0,0
sibB,79,106,67,6,5,4
ibsB,0,0,0,0,0,0
mdtA,109,95,110,95,90,83
mdtB,635,470,559,535,593,549
mdtC,457,348,352,388,494,420
mdtD,197,134,149,121,137,145
baeS,277,206,214,109,156,95
baeR,1024,1046,1072,470,582,583
yegP,168,304,132,24,39,64
yegQ,737,845,683,2508,2999,3181
cyaR,59,77,50,192,215,206
ogrK,6,9,9,11,8,18
yegR,24,41,23,5,7,6
yegS,489,484,280,90,112,108
insE-5,100,83,88,49,50,43
insF-5,300,199,402,339,264,294
gatD,4699,1947,11423,6760,5934,5832
gatB,1835,1179,4599,5860,5162,5381
gatA,8183,6213,19033,23116,20965,21659
gatZ,24853,29363,52165,53691,54320,51301
gatY,10407,17014,19768,16916,20371,18019
fbaB,9464,5875,4558,439,372,443
yegT,203,111,153,69,75,64
yegU,115,75,123,59,66,71
yegV,140,85,144,80,102,120
yegW,445,362,362,348,457,450
yegX,98,96,81,109,129,120
thiD,148,180,120,352,371,391
thiM,181,91,127,517,502,533
rcnR,154,106,109,81,109,123
rcnA,1914,1754,1684,1104,1255,1215
rcnB,245,309,285,389,368,375
yehA,13,14,13,13,11,5
yehB,4,9,8,10,15,19
yehC,2,14,1,13,19,30
yehD,188,198,81,162,176,179
yehE,153,154,94,33,34,43
mrp,4346,4308,4125,5826,6531,6358
metG,3772,2731,3902,3366,3650,3709
yehF,26,17,21,15,22,15
yehI,181,127,174,46,67,55
yehK,2,4,2,2,1,2
yehL,30,24,23,30,41,41
yehM,153,162,139,127,139,141
yehP,53,47,38,33,46,53
yehQ,112,101,98,47,58,58
yehR,73,87,62,66,74,82
yehS,504,331,417,613,647,711
btsR,69,74,131,131,147,117
btsS,141,183,208,270,393,359
mlrA,393,267,253,28,31,30
yohO,204,88,122,22,34,31
yehW,528,275,490,53,116,97
yehX,100,53,57,24,17,29
yehY,485,211,235,77,87,81
osmF,292,188,171,43,59,47
bglX,2020,2040,1904,2277,2354,2493
dld,17235,14728,16782,3633,4190,4020
pbpG,2015,1278,2031,1152,1250,1429
yohC,1347,1922,726,26,44,30
yohD,513,453,369,159,201,162
yohF,278,275,165,62,55,55
yohP,722,910,239,10,10,11
dusC,86,35,75,67,74,87
yohJ,550,2570,401,2659,2694,3015
yohK,520,1985,385,2216,2357,2357
cdd,1539,4521,1381,5058,5556,5260
sanA,344,160,305,155,159,199
yeiS,84,80,84,80,101,114
preT,127,298,110,1264,1812,1496
preA,62,109,58,665,974,794
mglC,44,92,162,111,121,106
mglA,53,231,103,43,71,66
mglB,78,3311,731,159,256,235
galS,228,4654,1001,238,328,282
yeiB,1930,1380,2433,371,431,464
folE,14639,16429,24565,2853,3137,3236
yeiG,4578,3967,4534,1064,1417,1409
cirA,15792,3315,14938,198,337,321
lysP,2718,1595,2674,1338,1624,1649
yeiE,707,399,513,191,284,218
yeiH,593,424,524,270,354,296
nfo,1413,1187,1353,894,998,924
yeiI,1003,778,918,689,854,769
nupX,22,23,24,12,12,9
rihB,18,18,9,8,14,9
yeiL,21,31,23,13,4,13
psuT,89,98,89,21,37,31
psuG,3,6,4,3,5,1
psuK,3,8,9,4,3,1
fruA,3306,1161,6138,856,963,836
fruK,3626,1204,8301,1399,1363,1182
fruB,2484,647,5668,1102,965,894
setB,138,53,122,161,172,180
yeiW,306,62,225,101,134,125
yeiP,1943,389,1602,1952,1822,1938
yeiQ,177,305,215,1090,1161,1158
yeiR,243,116,242,149,132,160
lpxT,233,76,201,1415,1833,1866
mepS,5859,1562,4679,3497,3588,4251
pdeN,809,250,573,281,408,396
yejA,471,405,407,211,245,233
yejB,369,267,376,198,214,238
yejE,357,322,322,235,223,267
yejF,1322,1090,1261,622,760,768
yejG,3448,1642,3009,1154,1455,1452
bcr,1232,809,1088,1509,1586,1693
rsuA,2363,1425,1995,3055,3085,3276
radD,366,180,338,316,396,342
rplY,10394,3731,7402,8541,9079,8774
yejK,1415,733,1414,876,942,955
yejL,775,467,600,609,641,602
yejM,4898,2408,3981,3466,3791,4007
proL,20,7,15,9,9,12
insH-8,611,859,697,423,480,487
narP,110,163,108,461,535,516
ccmH,76,108,89,193,212,258
ccmG,54,60,49,130,148,137
ccmF,97,94,100,237,229,259
ccmE,40,84,44,89,102,111
ccmD,38,40,19,72,96,96
ccmC,84,99,80,222,272,228
ccmB,48,76,75,301,347,330
ccmA,49,134,66,338,386,347
napC,80,192,98,1233,1412,1300
napB,16,36,27,971,1129,947
napH,34,46,36,2087,2439,2169
napG,22,36,29,1587,1954,1650
napA,78,102,89,3015,3799,3364
napD,5,5,3,75,94,83
napF,40,35,44,422,565,507
yojO,9,15,5,1,7,5
eco,606,489,496,766,886,794
mqo,3863,1285,3782,171,309,283
yojI,1311,285,1137,150,202,198
alkB,71,70,61,65,98,73
ada,431,342,283,347,444,479
ftp,237,75,136,480,592,582
ompC,24363,116914,14548,173727,195664,193796
micF,2,6,0,3,4,7
rcsD,3263,2475,3184,2063,2328,2335
rcsB,6591,5710,6630,4083,4752,4761
rcsC,1030,702,1009,766,921,902
atoS,135,446,162,189,212,210
atoC,72,109,83,96,130,115
atoD,17,13,6,5,9,10
atoA,6,4,3,1,4,2
atoE,49,38,51,18,17,17
atoB,41,38,29,13,12,9
yfaP,31,18,13,5,15,14
yfaQ,118,107,115,38,47,41
yfaT,37,33,37,39,43,49
yfaA,134,152,125,167,225,233
gyrA,24248,15924,24523,25138,27709,27690
ubiG,826,511,769,616,652,658
yfaL,602,404,514,241,286,278
ypaB,1,0,3,0,1,1
nrdA,4367,2907,5789,2542,2648,2941
nrdB,3372,2749,4346,2717,2688,2878
yfaE,128,76,130,92,100,85
inaA,407,229,392,348,350,346
glpQ,335,400,278,2235,2688,2361
glpT,45,365,111,3824,5301,4166
glpA,12,368,89,4446,5646,4746
glpB,25,76,50,4882,5616,4838
glpC,111,120,143,6890,7311,6223
rpnE,134,98,141,81,86,93
yfaU,140,116,150,43,56,60
yfaV,83,84,75,34,35,39
rhmD,15,13,20,22,26,26
yfaX,31,33,40,9,15,11
yfaY,1127,709,1017,359,421,406
yfaZ,61,44,77,68,64,67
nudI,86,127,100,102,124,95
ais,20,18,18,5,7,8
arnB,166,234,113,42,48,46
arnC,83,107,68,22,24,35
arnA,428,461,358,145,193,154
arnD,138,162,96,55,66,62
arnT,95,105,73,72,70,92
arnE,30,23,32,28,29,33
arnF,242,461,292,748,858,855
pmrD,35,55,41,109,119,120
menE,482,321,351,842,889,833
menC,480,410,449,774,888,808
menB,1766,1496,1611,2732,3007,2821
menH,305,232,277,826,840,855
menD,428,387,386,1370,1659,1560
menF,978,610,648,548,626,617
elaB,2215,1630,997,154,193,220
elaA,324,328,281,79,96,95
rbn,268,112,251,249,298,288
elaD,28,19,17,15,22,19
yfbK,182,219,119,37,46,40
yfbL,15,11,9,0,1,10
yfbM,25,31,29,25,33,22
yfbN,7,7,10,2,3,0
yfbO,27,13,11,7,11,5
yfbP,99,68,66,76,69,60
nuoN,1788,2144,2027,4672,5046,4909
nuoM,776,793,817,2308,2452,2335
nuoL,828,1080,907,3361,3850,3652
nuoK,342,494,399,1611,1980,1764
nuoJ,327,449,325,1459,1811,1490
nuoI,456,653,624,3228,3756,3323
nuoH,671,851,843,4579,5339,4514
nuoG,2614,3088,2930,19360,22729,20355
nuoF,484,524,583,3717,4811,4119
nuoE,665,830,818,4240,4959,4629
nuoC,2169,2549,3173,16986,20809,18955
nuoB,1132,1439,1632,7012,8475,7991
nuoA,1324,1779,1715,6225,7788,7356
lrhA,892,2868,1458,3658,4104,3953
alaA,573,313,644,369,415,386
yfbR,358,305,382,179,184,214
yfbS,250,624,263,725,855,743
hxpA,1080,1379,1338,438,506,470
yfbU,2895,3752,3712,1272,1424,1395
yfbV,2094,2849,1897,1076,1152,1167
ackA,14330,13192,13958,25366,27006,26935
pta,8101,7558,9241,18238,20195,19479
yfcC,98,81,93,1155,1170,1007
yfcD,1032,486,915,317,373,384
